"58","14","176","35000","0","400","700","1500","44","2018-07-05 23:31:50","2018-07-13 13:00:00","2018-07-18 03:00:00","396000",NULL,"60","0.04357142857142857","665.27825435628","1"
"59","14","59","199000","1","3700","4300","4100","10","2018-07-05 23:31:50","2018-08-07 20:00:00","2018-08-13 09:00:00","478800",NULL,"17","0.0383736559139785",NULL,NULL
"60","14","85","152000","0","4800","2500","4800","18","2018-07-05 23:31:50","2018-07-26 07:00:00","2018-07-31 01:00:00","410400",NULL,"2","0.05654605263157895",NULL,NULL
"61","15","126","150000","1","3000","7100","1200","61","2018-07-05 23:31:50","2018-07-07 14:00:00","2018-07-13 12:00:00","511200",NULL,"62","0.05101390498261877",NULL,NULL
"62","15","72","310000","0","3400","9500","3800","49","2018-07-05 23:31:50","2018-07-04 10:00:00","2018-07-10 19:00:00","550800",NULL,"4","0.03885483870967742","176.61484235174","3"
"63","15","112","257000","1","675","650","1700","62","2018-07-05 23:31:50","2018-07-05 01:00:00","2018-07-09 17:00:00","403200",NULL,"34","0.007004371792434898","454.33333333333","1"
"64","16","62","270000","1","7200","9400","3300","64","2018-07-05 23:31:50","2018-07-14 16:00:00","2018-07-20 16:00:00","518400",NULL,"58","0.05025823111684958",NULL,NULL
"65","16","131","189000","0","700","3800","7200","35","2018-07-05 23:31:50","2018-07-28 08:00:00","2018-08-03 17:00:00","550800",NULL,"90","0.03402116402116402",NULL,NULL
"66","16","57","101000","1","725","2125","1575","83","2018-07-05 23:31:50","2018-07-14 10:00:00","2018-07-20 02:00:00","489600",NULL,"72","0.02684342284934001",NULL,NULL
"67","16","129","1094000","0","6500","4600","4700","8","2018-07-05 23:31:50","2018-08-10 15:00:00","2018-08-16 08:00:00","493200",NULL,"94","0.010813528336380255",NULL,NULL
"68","17","157","201000","0","5000","8800","300","94","2018-07-05 23:31:50","2018-08-03 00:00:00","2018-08-07 12:00:00","388800",NULL,"51","0.05830845771144279",NULL,NULL
"69","17","99","334000","1","5100","9300","5500","43","2018-07-05 23:31:50","2018-07-06 19:00:00","2018-07-12 13:00:00","496800",NULL,"72","0.03818887105403959",NULL,NULL
"70","17","47","260000","1","1200","5100","3200","33","2018-07-05 23:31:50","2018-08-11 15:00:00","2018-08-17 19:00:00","532800",NULL,"10","0.022598566308243726",NULL,NULL
"71","18","147","36000","0","1525","1100","1800","37","2018-07-05 23:31:50","2018-08-10 01:00:00","2018-08-15 01:00:00","432000",NULL,"34","0.08527777777777777",NULL,NULL
"72","18","122","232000","0","1700","8800","4200","84","2018-07-05 23:31:50","2018-07-20 15:00:00","2018-07-27 14:00:00","601200",NULL,"38","0.043017241379310345",NULL,NULL
"73","18","13","336000","1","7600","1700","2100","12","2018-07-05 23:31:50","2018-07-07 17:00:00","2018-07-13 17:00:00","518400",NULL,"91","0.027076365663322183",NULL,NULL
"74","18","175","439000","0","7900","4900","8500","8","2018-07-05 23:31:50","2018-08-15 12:00:00","2018-08-20 12:00:00","432000",NULL,"39","0.03411161731207289",NULL,NULL
"75","19","23","1433000","1","9000","5700","7900","3","2018-07-05 23:31:50","2018-07-10 22:00:00","2018-07-17 01:00:00","529200",NULL,"23","0.011118251928020566",NULL,NULL
"76","19","4","887000","0","3700","4600","2600","91","2018-07-05 23:31:50","2018-07-13 09:00:00","2018-07-18 18:00:00","464400",NULL,"99","0.00923337091319053","737.59595551047","1"
"77","19","56","3510000","0","9700","3900","6500","48","2018-07-05 23:31:50","2018-07-30 08:00:00","2018-08-03 15:00:00","370800",NULL,"25","0.004337606837606837",NULL,NULL
"78","19","63","107000","1","3100","2600","2400","67","2018-07-05 23:31:50","2018-07-08 23:00:00","2018-07-13 22:00:00","428400",NULL,"27","0.04878246753246753",NULL,NULL
"79","19","12","818000","0","3900","100","8000","88","2018-07-05 23:31:50","2018-08-12 07:00:00","2018-08-17 12:00:00","450000",NULL,"60","0.008771393643031785",NULL,NULL
"80","20","89","92000","1","2500","5600","3000","40","2018-07-05 23:31:50","2018-08-03 12:00:00","2018-08-08 11:00:00","428400",NULL,"18","0.0691768826619965",NULL,NULL
"81","20","38","674000","1","10000","9100","7100","37","2018-07-05 23:31:50","2018-07-31 05:00:00","2018-08-04 18:00:00","392400",NULL,"9","0.027071861233480175",NULL,NULL
"82","20","26","1913000","0","2300","8000","9100","66","2018-07-05 23:31:50","2018-08-13 23:00:00","2018-08-19 21:00:00","511200",NULL,"94","0.006241505488761108",NULL,NULL
"83","21","154","202000","1","5200","3500","9900","18","2018-07-05 23:31:50","2018-07-05 01:00:00","2018-07-09 10:00:00","378000",NULL,"42","0.04926839464882943","523.5","1"
"84","21","123","342000","0","8300","3200","9000","92","2018-07-05 23:31:50","2018-07-14 20:00:00","2018-07-19 11:00:00","399600",NULL,"26","0.041812865497076024",NULL,NULL
"85","21","41","367000","1","7400","9900","2800","4","2018-07-05 23:31:50","2018-07-24 03:00:00","2018-07-30 13:00:00","554400",NULL,"6","0.039157662082514734",NULL,NULL
"86","21","164","433000","0","2900","1400","8900","47","2018-07-05 23:31:50","2018-08-10 15:00:00","2018-08-16 22:00:00","543600",NULL,"53","0.017344110854503464",NULL,NULL
"87","22","146","347000","1","5500","3900","3100","22","2018-07-05 23:31:50","2018-07-25 14:00:00","2018-07-29 19:00:00","363600",NULL,"44","0.025981182795698925",NULL,NULL
"88","22","141","431000","0","1825","1950","1175","69","2018-07-05 23:31:50","2018-08-02 06:00:00","2018-08-09 02:00:00","590400",NULL,"63","0.008718097447795822",NULL,NULL
"89","22","65","21000","0","325","900","1900","77","2018-07-05 23:31:50","2018-08-02 05:00:00","2018-08-07 02:00:00","421200",NULL,"81","0.0838095238095238",NULL,NULL
"90","22","85","255000","0","8500","6700","2100","79","2018-07-05 23:31:50","2018-08-06 17:00:00","2018-08-13 06:00:00","565200",NULL,"16","0.05633333333333333",NULL,NULL
"91","22","20","1260000","0","4400","9300","6600","64","2018-07-05 23:31:50","2018-08-03 18:00:00","2018-08-10 05:00:00","558000",NULL,"36","0.011123015873015873",NULL,NULL
"92","23","56","1339000","1","1900","4200","2000","85","2018-07-05 23:31:50","2018-08-01 11:00:00","2018-08-05 18:00:00","370800",NULL,"35","0.004316706021251475",NULL,NULL
"93","23","144","397000","1","8100","5000","4400","30","2018-07-05 23:31:50","2018-08-11 08:00:00","2018-08-16 13:00:00","450000",NULL,"66","0.03150462962962963",NULL,NULL
"94","23","31","1444000","0","4100","7800","9700","97","2018-07-05 23:31:50","2018-07-11 10:00:00","2018-07-16 01:00:00","399600",NULL,"25","0.009577562326869807",NULL,NULL
"95","23","45","315000","1","1500","9800","400","96","2018-07-05 23:31:50","2018-07-04 13:00:00","2018-07-10 22:00:00","550800",NULL,"27","0.026625295508274232","248.5","1"
"96","24","72","376000","0","8300","6900","1400","90","2018-07-05 23:31:50","2018-07-13 21:00:00","2018-07-18 21:00:00","432000",NULL,"59","0.037327127659574466","534.02486847108","2"
"97","24","111","199000","1","1550","375","2425","60","2018-07-05 23:31:50","2018-08-03 15:00:00","2018-08-09 02:00:00","471600",NULL,"16","0.01348700048146365",NULL,NULL
"98","24","60","32000","0","625","2225","1400","31","2018-07-05 23:31:50","2018-07-27 17:00:00","2018-08-01 12:00:00","414000",NULL,"3","0.0891796875",NULL,NULL
"99","25","170","37000","0","1500","2225","25","76","2018-07-05 23:31:50","2018-07-05 19:00:00","2018-07-12 05:00:00","554400",NULL,"68","0.08591216216216216",NULL,NULL
"100","25","88","150000","0","2600","5200","5400","88","2018-07-05 23:31:50","2018-07-20 11:00:00","2018-07-27 09:00:00","597600",NULL,"28","0.05773333333333333",NULL,NULL
"101","25","15","182000","1","3500","5500","900","11","2018-07-05 23:31:50","2018-08-01 04:00:00","2018-08-07 22:00:00","583200",NULL,"36","0.039568880079286425",NULL,NULL
"102","25","98","144000","0","1825","325","2375","90","2018-07-05 23:31:50","2018-08-13 22:00:00","2018-08-20 01:00:00","529200",NULL,"98","0.020963541666666665",NULL,NULL
"103","26","83","394000","0","5500","700","1700","15","2018-07-05 23:31:50","2018-08-05 08:00:00","2018-08-10 13:00:00","450000",NULL,"83","0.01701776649746193",NULL,NULL
"104","26","19","228000","0","6400","5400","1400","9","2018-07-05 23:31:50","2018-07-14 23:00:00","2018-07-21 05:00:00","540000",NULL,"19","0.04828947368421053",NULL,NULL
"105","26","163","51000","1","1400","2125","1500","97","2018-07-05 23:31:50","2018-08-08 21:00:00","2018-08-15 13:00:00","576000",NULL,"46","0.05886568386568387",NULL,NULL
"106","26","104","54000","0","7900","1400","1400","61","2018-07-05 23:31:50","2018-08-07 18:00:00","2018-08-13 11:00:00","493200",NULL,"71","0.1761111111111111",NULL,NULL
"107","26","47","255000","1","5100","1100","400","12","2018-07-05 23:31:50","2018-08-05 14:00:00","2018-08-10 20:00:00","453600",NULL,"20","0.0226882923191648",NULL,NULL
"108","27","177","741000","1","6400","9500","5800","77","2018-07-05 23:31:50","2018-07-17 11:00:00","2018-07-23 00:00:00","478800",NULL,"87","0.020200152983171852",NULL,NULL
"109","27","137","432000","1","2000","8900","9200","48","2018-07-05 23:31:50","2018-08-03 10:00:00","2018-08-08 06:00:00","417600",NULL,"76","0.026164760694620922",NULL,NULL
"110","27","83","651000","1","6800","5600","600","11","2018-07-05 23:31:50","2018-08-08 15:00:00","2018-08-15 08:00:00","579600",NULL,"18","0.016602658788774",NULL,NULL
"111","27","176","28000","1","75","375","2150","10","2018-07-05 23:31:50","2018-08-10 10:00:00","2018-08-16 17:00:00","543600",NULL,"62","0.036634036144578316",NULL,NULL
"112","27","106","171000","1","7000","8800","1700","15","2018-07-05 23:31:50","2018-08-09 10:00:00","2018-08-13 18:00:00","374400",NULL,"57","0.06932038834951457",NULL,NULL
"113","28","32","545000","1","8800","4100","9400","48","2018-07-05 23:31:50","2018-07-31 17:00:00","2018-08-04 18:00:00","349200",NULL,"97","0.02651797829036635",NULL,NULL
"114","28","134","461000","0","5400","7700","4800","93","2018-07-05 23:31:50","2018-07-19 17:00:00","2018-07-24 20:00:00","442800",NULL,"14","0.028405639913232104",NULL,NULL
"115","28","25","524000","0","2200","3600","3400","23","2018-07-05 23:31:50","2018-08-09 10:00:00","2018-08-13 15:00:00","363600",NULL,"81","0.011946564885496183",NULL,NULL
"116","28","3","643000","1","7800","3700","8400","34","2018-07-05 23:31:50","2018-08-14 19:00:00","2018-08-21 07:00:00","561600",NULL,"60","0.02040861159929701",NULL,NULL
"117","28","167","150000","0","1800","1800","8200","3","2018-07-05 23:31:50","2018-07-05 06:00:00","2018-07-09 15:00:00","378000",NULL,"60","0.042866666666666664","613.5","1"
"118","28","12","1152000","1","6400","2500","3600","10","2018-07-05 23:31:50","2018-08-02 08:00:00","2018-08-07 10:00:00","439200",NULL,"19","0.008254035683942226",NULL,NULL
"119","28","58","978000","1","8000","5700","4300","43","2018-07-05 23:31:50","2018-07-14 12:00:00","2018-07-20 08:00:00","504000",NULL,"15","0.013801775147928994",NULL,NULL
"120","29","15","312000","1","7400","3800","7000","84","2018-07-05 23:31:50","2018-07-21 13:00:00","2018-07-27 18:00:00","536400",NULL,"17","0.03745694603903559",NULL,NULL
"121","29","170","37000","1","1350","1825","1325","90","2018-07-05 23:31:50","2018-07-24 15:00:00","2018-07-30 12:00:00","507600",NULL,"41","0.070625",NULL,NULL
"122","29","11","230000","0","650","400","750","0","2018-07-05 23:31:50","2018-07-18 12:00:00","2018-07-23 13:00:00","435600",NULL,"54","0.005434782608695652",NULL,NULL
"123","30","126","185000","1","1600","7200","8500","30","2018-07-05 23:31:50","2018-08-07 13:00:00","2018-08-14 03:00:00","568800",NULL,"46","0.04735883424408015",NULL,NULL
"124","30","173","39000","0","1350","1150","150","50","2018-07-05 23:31:50","2018-07-12 12:00:00","2018-07-19 12:00:00","604800",NULL,"70","0.05826923076923077",NULL,NULL
"125","30","37","424000","1","6500","4100","2500","60","2018-07-05 23:31:50","2018-08-16 20:00:00","2018-08-22 11:00:00","486000",NULL,"13","0.02348956019546868",NULL,NULL
"126","30","140","82000","0","1400","1625","2175","51","2018-07-05 23:31:50","2018-07-15 05:00:00","2018-07-19 09:00:00","360000",NULL,"53","0.042545731707317076",NULL,NULL
"127","30","9","302000","1","600","4000","3000","74","2018-07-05 23:31:50","2018-07-18 02:00:00","2018-07-24 18:00:00","576000",NULL,"25","0.015132408575031526",NULL,NULL
"128","30","22","5615000","1","8000","1500","1300","16","2018-07-05 23:31:50","2018-08-14 06:00:00","2018-08-20 15:00:00","550800",NULL,"66","0.001711137920022708",NULL,NULL
"129","31","116","362000","0","7200","6200","8600","59","2018-07-05 23:31:50","2018-07-27 00:00:00","2018-08-01 23:00:00","514800",NULL,"55","0.04223756906077348",NULL,NULL
"130","31","32","229000","0","2600","4100","2100","48","2018-07-05 23:31:50","2018-07-30 09:00:00","2018-08-05 07:00:00","511200",NULL,"78","0.028449781659388645",NULL,NULL
"131","31","78","785000","0","8900","900","9300","63","2018-07-05 23:31:50","2018-08-12 16:00:00","2018-08-17 21:00:00","450000",NULL,"24","0.016936305732484076",NULL,NULL
"132","31","90","197000","1","6200","9800","8900","71","2018-07-05 23:31:50","2018-07-10 07:00:00","2018-07-16 13:00:00","540000",NULL,"87","0.06932739059967585",NULL,NULL
"133","32","11","368000","1","175","2000","650","64","2018-07-05 23:31:50","2018-07-11 19:00:00","2018-07-17 08:00:00","478800",NULL,"62","0.005178643115214773",NULL,NULL
"134","32","27","633000","1","8900","3600","5300","10","2018-07-05 23:31:50","2018-07-20 12:00:00","2018-07-27 11:00:00","601200",NULL,"48","0.020520490577325756",NULL,NULL
"135","32","82","829000","0","8400","6000","2700","57","2018-07-05 23:31:50","2018-07-30 14:00:00","2018-08-05 20:00:00","540000",NULL,"54","0.01686369119420989",NULL,NULL
"136","33","98","65000","0","300","950","925","56","2018-07-05 23:31:50","2018-07-11 15:00:00","2018-07-17 16:00:00","522000",NULL,"29","0.02126923076923077",NULL,NULL
"137","33","180","255000","0","5300","6800","1400","8","2018-07-05 23:31:50","2018-07-23 04:00:00","2018-07-27 21:00:00","406800",NULL,"80","0.042980392156862744",NULL,NULL
"138","33","39","223000","0","8800","200","1800","73","2018-07-05 23:31:50","2018-07-24 03:00:00","2018-07-29 06:00:00","442800",NULL,"13","0.043363228699551566",NULL,NULL
"139","33","122","265000","1","5600","4400","5600","39","2018-07-05 23:31:50","2018-07-06 15:00:00","2018-07-11 14:00:00","428400",NULL,"27","0.03760972316002701",NULL,NULL
"140","34","87","172000","1","4800","8100","3000","77","2018-07-05 23:31:50","2018-07-31 05:00:00","2018-08-06 20:00:00","572400",NULL,"97","0.059249263984298334",NULL,NULL
"141","34","27","388000","0","1900","8200","1100","66","2018-07-05 23:31:50","2018-08-10 23:00:00","2018-08-17 20:00:00","594000",NULL,"2","0.021881443298969072",NULL,NULL
"142","34","132","239000","0","1500","8400","6700","0","2018-07-05 23:31:50","2018-08-10 09:00:00","2018-08-15 20:00:00","471600",NULL,"19","0.04384937238493724",NULL,NULL
"143","34","54","667000","0","9900","100","4300","3","2018-07-05 23:31:50","2018-07-14 14:00:00","2018-07-19 01:00:00","385200",NULL,"90","0.017533733133433285",NULL,NULL
"144","35","118","361000","0","5800","9600","5200","16","2018-07-05 23:31:50","2018-07-30 02:00:00","2018-08-05 11:00:00","550800",NULL,"94","0.041772853185595565",NULL,NULL
"145","35","148","686000","0","9300","5900","1500","68","2018-07-05 23:31:50","2018-07-24 03:00:00","2018-07-28 18:00:00","399600",NULL,"98","0.020881924198250728",NULL,NULL
"146","35","157","235000","1","8000","5300","3600","95","2018-07-05 23:31:50","2018-07-06 22:00:00","2018-07-12 19:00:00","507600",NULL,"9","0.049906994047619044",NULL,NULL
"147","36","93","42000","1","800","480","850","71","2018-07-05 23:31:50","2018-08-12 05:00:00","2018-08-16 21:00:00","403200",NULL,"51","0.0324254215304799",NULL,NULL
"148","36","63","221000","1","3200","10000","4500","68","2018-07-05 23:31:50","2018-08-07 19:00:00","2018-08-13 11:00:00","489600",NULL,"28","0.04875195007800312",NULL,NULL
"149","36","136","1252000","0","1300","5800","8400","28","2018-07-05 23:31:50","2018-07-28 01:00:00","2018-08-03 19:00:00","583200",NULL,"87","0.007196485623003194",NULL,NULL
"150","36","115","145000","0","3400","700","5500","37","2018-07-05 23:31:50","2018-08-02 08:00:00","2018-08-08 00:00:00","489600",NULL,"49","0.04224137931034483",NULL,NULL
"151","36","147","15000","0","200","1200","600","2","2018-07-05 23:31:50","2018-07-15 16:00:00","2018-07-21 20:00:00","532800",NULL,"85","0.08933333333333333",NULL,NULL
"152","37","140","64000","1","1300","675","2350","97","2018-07-05 23:31:50","2018-08-08 16:00:00","2018-08-14 12:00:00","504000",NULL,"77","0.03780110116999312",NULL,NULL
"153","37","175","328000","1","2700","7400","7500","79","2018-07-05 23:31:50","2018-08-09 10:00:00","2018-08-13 21:00:00","385200",NULL,"32","0.03097466960352423",NULL,NULL
"154","37","18","180000","1","5100","1500","5900","6","2018-07-05 23:31:50","2018-07-07 09:00:00","2018-07-13 08:00:00","514800",NULL,"29","0.04187804878048781",NULL,NULL
"155","37","141","392000","1","1950","1550","400","93","2018-07-05 23:31:50","2018-07-30 10:00:00","2018-08-04 13:00:00","442800",NULL,"47","0.008185342671335668",NULL,NULL
"156","38","175","371000","1","8800","2100","5000","48","2018-07-05 23:31:50","2018-07-15 17:00:00","2018-07-22 14:00:00","594000",NULL,"49","0.030722442899702086",NULL,NULL
"157","38","101","1059000","1","9500","4000","6300","59","2018-07-05 23:31:50","2018-07-21 03:00:00","2018-07-26 09:00:00","453600",NULL,"3","0.013671946113235026",NULL,NULL
"158","38","143","487000","0","8500","6500","1200","51","2018-07-05 23:31:50","2018-07-23 09:00:00","2018-07-28 13:00:00","446400",NULL,"70","0.028449691991786447",NULL,NULL
